No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
2492,SIRI,SIRIUS XM Radio Inc.,Services,Broadcasting - Radio,USA,19718.38,6.3,3.15,-3.67%,151512816
2493,SIRO,Sirona Dental Systems Inc.,Healthcare,Medical Appliances & Equipment,USA,3515.39,26.78,64,1.88%,795947
2494,SIVB,SVB Financial Group,Financial,Regional - Pacific Banks,USA,3528.16,19.54,78.75,3.22%,989557
2495,SIVR,ETFS Physical Silver Shares,Financial,Exchange Traded Fund,USA,,,19.84,2.16%,189400
2496,SIX,Six Flags Entertainment Corporation,Services,General Entertainment,USA,3667.88,10.33,71.97,-1.41%,695934
2497,SJI,"South Jersey Industries, Inc.",Utilities,Gas Utilities,USA,1786.97,21.64,56.27,0.63%,237010
2498,SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,10795.41,20.22,100.71,0.73%,718975
2499,SJT,San Juan Basin Royalty Trust,Basic Materials,Independent Oil & Gas,USA,722.44,32.29,15.5,0.65%,191024
2500,SKF,ProShares UltraShort Financials,Financial,Exchange Traded Fund,USA,679.83,,23.98,-0.46%,969599
2501,SKH,"Skilled Healthcare Group, Inc.",Healthcare,Long-Term Care Facilities,USA,252.01,13.69,6.71,-2.33%,159229
2502,SKS,Saks Incorporated,Services,Department Stores,USA,1943.73,41.84,13.39,-2.62%,2973665
2503,SKT,Tanger Factory Outlet Centers Inc.,Financial,REIT - Retail,USA,3039.83,51,32.64,1.18%,1006639
2504,SKUL,"Skullcandy, Inc.",Industrial Goods,Industrial Electrical Equipment,USA,148.75,8.52,5.37,-1.47%,373110
2505,SKX,Skechers USA Inc.,Consumer Goods,Textile - Apparel Footwear & Accessories,USA,1099.95,56.08,21.87,-1.84%,455136
2506,SKYW,SkyWest Inc.,Services,Regional Airlines,USA,704.49,12.84,13.61,-1.09%,421167
2507,SKYY,First Trust ISE Cloud Computing Index,Financial,Exchange Traded Fund,USA,,,20.81,-1.56%,48508
2508,SLAB,Silicon Laboratories Inc.,Technology,Semiconductor - Specialized,USA,1751.14,25.78,41.51,0.61%,285460
2509,SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,96863.9,18.03,72.83,0.96%,9779032
2510,SLCA,"U.S. Silica Holdings, Inc.",Basic Materials,Industrial Metals & Minerals,USA,1108.6,14.27,20.97,1.90%,2295058
2511,SLG,SL Green Realty Corp.,Financial,REIT - Retail,USA,7786.28,58.75,85.19,0.98%,1358783
2512,SLGN,Silgan Holdings Inc.,Consumer Goods,Packaging & Containers,USA,3094.78,22.39,46.58,-0.62%,255422
2513,SLH,Solera Holdings Inc.,Technology,Business Software & Services,USA,3585.98,38.02,52.09,-0.23%,393720
2514,SLM,SLM Corporation,Financial,Credit Services,USA,10084.36,9.09,22.36,-0.53%,6059570
2515,SLV,iShares Silver Trust,Financial,Exchange Traded Fund,USA,6782.62,,19.39,2.21%,14590304
2516,SLX,Market Vectors Steel ETF,Financial,Exchange Traded Fund,USA,,,38.21,-0.80%,90090
2517,SLXP,Salix Pharmaceuticals Ltd.,Healthcare,Drugs - Generic,USA,4030.68,54.03,65.92,-1.02%,912196
2518,SM,SM Energy Company,Basic Materials,Independent Oil & Gas,USA,4038.21,,60.99,0.88%,1141932
2519,SMA,"Symmetry Medical, Inc.",Healthcare,Medical Appliances & Equipment,USA,283.31,35.5,7.81,0.64%,841349
2520,SMCI,"Super Micro Computer, Inc.",Technology,Networking & Communication Devices,USA,461.93,26.73,10.96,0.92%,211119
2521,SMDD,ProShares UltraPro Short MidCap400,Financial,Exchange Traded Fund,USA,,,24.42,1.12%,74725
2522,SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Chemicals,USA,2956.8,33.8,48,0.06%,577128
2523,SMH,Market Vectors Semiconductor ETF,Financial,Exchange Traded Fund,USA,1481.85,,37,-0.11%,2121406
2524,SMLP,"Summit Midstream Partners, LP",Utilities,Gas Utilities,USA,840.26,36.62,34.42,2.99%,40388
2525,SMN,ProShares UltraShort Basic Materials,Financial,Exchange Traded Fund,USA,,,51.73,0.58%,84939
2526,SMP,Standard Motor Products Inc.,Consumer Goods,Auto Parts,USA,794.41,17.04,34.76,-0.37%,191727
2527,SMRT,Stein Mart Inc.,Services,Apparel Stores,USA,588.26,21.14,13.74,1.33%,266424
2528,SMS,Sims Metal Management Limited,Industrial Goods,Waste Management,USA,1629.67,,7.97,6.84%,161979
2529,SMSI,Smith Micro Software Inc.,Technology,Application Software,USA,41.01,,1.12,-3.45%,119998
2530,SMTC,Semtech Corp.,Technology,Semiconductor - Integrated Circuits,USA,2403.05,44.86,35.89,0.14%,747662
2531,SN,Sanchez Energy Corporation,Basic Materials,Independent Oil & Gas,USA,754,,22.78,-0.44%,505375
2532,SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,USA,5132.63,16.28,88.07,-1.06%,514784
2533,SNAK,"Inventure Foods, Inc.",Consumer Goods,Processed & Packaged Goods,USA,153.07,22.77,7.97,2.05%,99317
2534,SNBC,Sun Bancorp Inc.,Financial,Regional - Northeast Banks,USA,257.87,,2.99,-1.64%,172452
2535,SNCR,"Synchronoss Technologies, Inc.",Technology,Application Software,USA,1175.27,54.09,30.83,-0.71%,362028
2536,SNDK,SanDisk Corp.,Technology,Data Storage Devices,USA,14274.67,30.82,58.86,-0.88%,5131306
2537,SNH,Senior Housing Properties Trust,Financial,REIT - Residential,USA,4568.97,31.33,24.75,1.52%,3018780
2538,SNHY,Sun Hydraulics Corp.,Industrial Goods,Industrial Equipment & Components,USA,784.98,21.46,30.04,1.35%,91356
2539,SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,USA,9827.61,14.84,66.04,-0.32%,1071120
2540,SNPS,Synopsys Inc.,Technology,Semiconductor Equipment & Materials,USA,5405.26,22.28,35.21,-1.26%,1090744
2541,SNSS,Sunesis Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,264.64,,5.13,0.59%,474687
2542,SNTA,Synta Pharmaceuticals Corp.,Healthcare,Diagnostic Substances,USA,298.73,,4.33,12.47%,3141931
2543,SNTS,"Santarus, Inc.",Healthcare,Biotechnology,USA,1340.05,41.9,20.95,0.05%,1907515
2544,SNV,Synovus Financial Corp.,Financial,Regional - Mid-Atlantic Banks,USA,2187.98,3.31,2.78,2.21%,33545540
2545,SOCL,Global X Social Media Index ETF,Financial,Exchange Traded Fund,USA,,,14.52,1.11%,3582
2546,SON,Sonoco Products Co.,Consumer Goods,Packaging & Containers,USA,3502.87,17.38,34.07,-0.26%,565424
2547,SONC,Sonic Corp.,Services,Restaurants,USA,797.91,21.67,14.3,-1.45%,1045338
2548,SONS,"Sonus Networks, Inc.",Technology,Communication Equipment,USA,867.15,,3.08,-0.32%,3419421
2549,SOXL,Direxion Daily Semicondct Bull 3X Shares,Financial,Exchange Traded Fund,USA,,,44.79,0.76%,316925
2550,SOXS,Direxion Daily Semicondct Bear 3X Shares,Financial,Exchange Traded Fund,USA,,,16.6,-0.78%,462937
2551,SOXX,iShares PHLX SOX Semiconductor Sector,Financial,Exchange Traded Fund,USA,209.91,,62.66,0.32%,102593
2552,SOYB,Teucrium Soybean,Financial,Exchange Traded Fund,USA,,,24.02,-1.19%,1400
2553,SPAR,Spartan Motors Inc.,Consumer Goods,Trucks & Other Vehicles,USA,197.95,,5.93,2.95%,170047
2554,SPB,"Spectrum Brands Holdings, Inc.",Consumer Goods,Home Furnishings & Fixtures,USA,3029.61,323.17,58.17,0.61%,246948
2555,SPF,Standard Pacific Corp.,Industrial Goods,Residential Construction,USA,1745.46,6.37,8.15,-2.51%,16276426
2556,SPG,Simon Property Group Inc.,Financial,REIT - Retail,USA,48537.77,44.99,156.58,1.29%,2754209
2557,SPH,Suburban Propane Partners LP,Utilities,Gas Utilities,USA,2565.89,25.21,44.87,-1.77%,750115
2558,SPLK,"Splunk, Inc.",Technology,Application Software,USA,4473.36,,43.85,0.60%,1559447
2559,SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",USA,10223.29,,15.59,-0.16%,10028239
2560,SPLV,PowerShares S&P 500 Low Volatility,Financial,Exchange Traded Fund,USA,,,30.51,1.23%,2497500
2561,SPN,"Superior Energy Services, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,4258.16,11.3,26.79,-2.55%,2398535
2562,SPNC,The Spectranetics Corporation,Healthcare,Medical Appliances & Equipment,USA,629.98,600.67,18.02,6.38%,779428
2563,SPPI,"Spectrum Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,474.04,11.44,8.01,3.62%,2959274
2564,SPR,Spirit AeroSystems Holdings Inc,Industrial Goods,Aerospace/Defense Products & Services,USA,2992.02,78.59,21.22,-0.14%,743589
2565,SPRT,"Support.com, Inc.",Technology,Internet Software & Services,USA,230.39,460,4.6,0.22%,420051
2566,SPSC,"SPS Commerce, Inc.",Technology,Application Software,USA,773.97,650,52,-2.53%,154303
2567,SPTN,Spartan Stores Inc.,Services,Food Wholesale,USA,404.59,14.65,18.6,1.97%,106890
2568,SPW,SPX Corporation,Industrial Goods,Diversified Machinery,USA,3320.28,,71.53,-2.13%,646699
2569,SPWR,SunPower Corporation,Technology,Semiconductor - Specialized,USA,2192.6,,18.34,2.29%,4341683
2570,SPXL,Direxion Daily S&P500 Bull 3X Shares,Financial,Exchange Traded Fund,USA,,,40.64,0.94%,4033089
2571,SPXS,Direxion Daily S&P500 Bear 3X Shares,Financial,Exchange Traded Fund,USA,,,11.18,-0.97%,6720003
2572,SPXU,ProShares UltraPro Short S&P500,Financial,Exchange Traded Fund,USA,,,25.22,-0.90%,19255468
2573,SPY,SPDR S&P 500,Financial,Exchange Traded Fund,USA,132613.8,,159.07,-0.21%,261910832
2574,SQI,"SciQuest, Inc.",Technology,Application Software,USA,503.63,,22.32,-1.15%,104267
2575,SQNM,Sequenom Inc.,Healthcare,Biotechnology,USA,473.96,,4.12,0.24%,1939706
2576,SQQQ,ProShares UltraPro Short QQQ,Financial,Exchange Traded Fund,USA,,,29.75,1.16%,4576815
2577,SRC,"Spirit Realty Capital, Inc",Financial,REIT - Diversified,USA,1487.26,,17.77,-3.69%,3929709
2578,SRDX,SurModics Inc.,Healthcare,Diagnostic Substances,USA,309.4,24.32,21.16,-0.89%,114907
2579,SRE,Sempra Energy,Utilities,Gas Utilities,USA,19363.77,24.56,79.59,1.12%,1519270
2580,SREV,ServiceSource Corporation,Technology,Business Software & Services,USA,688.05,,9.1,1.00%,567094
2581,SRI,Stoneridge Inc.,Consumer Goods,Auto Parts,USA,286.76,82.92,10.78,-0.92%,584701
2582,SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,USA,1212.39,,38.11,-3.54%,2235943
2583,SRS,ProShares UltraShort Real Estate,Financial,Exchange Traded Fund,USA,,,22.99,-2.71%,703156
2584,SRTY,ProShares UltraPro Short Russell2000,Financial,Exchange Traded Fund,USA,,,20.76,-0.86%,1640533
2585,SSD,"Simpson Manufacturing Co., Inc.",Industrial Goods,Small Tools & Accessories,USA,1387.64,34.87,28.59,2.33%,446468
2586,SSG,ProShares UltraShort Semiconductors,Financial,Exchange Traded Fund,USA,,,28.23,-0.07%,7556
2587,SSI,Stage Stores Inc.,Services,Apparel Stores,USA,730.44,22.84,22.61,1.53%,992437
2588,SSNC,"SS&C Technologies Holdings, Inc.",Technology,Business Software & Services,USA,2591.24,55.36,32.66,0.77%,433839
2589,SSO,ProShares Ultra S&P500,Financial,Exchange Traded Fund,USA,2392.42,,75.59,0.55%,11625288
2590,SSP,The E. W. Scripps Company,Services,Publishing - Newspapers,USA,848.89,20.93,15.07,1.14%,437508
2591,SSS,Sovran Self Storage Inc.,Financial,REIT - Industrial,USA,1964.71,36.61,64.44,2.73%,313619
2592,SSYS,Stratasys Inc.,Technology,Computer Peripherals,USA,3162.28,,82.15,-4.03%,917323
2593,STAA,STAAR Surgical Company,Healthcare,Medical Instruments & Supplies,USA,373.01,,10.24,2.30%,539091
2594,STAG,"STAG Industrial, Inc.",Financial,REIT - Industrial,USA,803.82,,19.84,-0.80%,882579
2595,STAN,Standard Parking Corp.,Services,Management Services,USA,464.54,132.75,21.24,-0.47%,86438
2596,STBA,S&T Bancorp Inc.,Financial,Regional - Northeast Banks,USA,576.74,13.24,19.47,2.91%,660557
2597,STBZ,State Bank Financial Corporation,Financial,Money Center Banks,USA,487.25,30.54,15.27,1.87%,275922
2598,STC,Stewart Information Services Corp.,Financial,Property & Casualty Insurance,USA,542.81,5.5,25.9,-0.92%,205021
2599,STE,Steris Corp.,Healthcare,Medical Appliances & Equipment,USA,2545.28,15.96,43.42,1.12%,587929
2600,STEC,"STEC, Inc.",Technology,Data Storage Devices,USA,168.04,,3.59,6.21%,1043468
2601,STEI,Stewart Enterprises Inc.,Services,Personal Services,USA,1104.99,24.21,13.07,0.11%,1320675
2602,STEL,StellarOne Corporation,Financial,Regional - Mid-Atlantic Banks,USA,441.27,19.58,19.19,1.05%,114268
2603,STFC,State Auto Financial Corp.,Financial,Property & Casualty Insurance,USA,709.56,21.9,17.52,0.29%,58809
2604,STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,USA,16729.29,8.31,31.23,0.94%,6089405
2605,STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,USA,12744.35,17.94,44.67,1.36%,3392839
2606,STL,Sterling Bancorp,Financial,Regional - Northeast Banks,USA,358.91,17.36,11.63,1.13%,161576
2607,STLD,Steel Dynamics Inc.,Basic Materials,Steel & Iron,USA,3189.93,20.14,14.5,-0.89%,2561927
2608,STMP,Stamps.com Inc.,Services,Catalog & Mail Order Houses,USA,590.43,21.05,38.52,0.92%,202981
2609,STON,Stonemor Partners LP,Services,Personal Services,USA,507.04,,25.7,3.63%,67459
2610,STR,Questar Corporation,Utilities,Gas Utilities,USA,4096.76,19.64,23.37,0.91%,2196234
2611,STRA,Strayer Education Inc.,Services,Education & Training Services,USA,533.84,9.39,49.37,-1.75%,350676
2612,STRI,"STR Holdings, Inc.",Consumer Goods,Rubber & Plastics,USA,105.97,,2.55,10.39%,496853
2613,STRL,Sterling Construction Co. Inc.,Industrial Goods,Heavy Construction,USA,158.68,,9.56,4.14%,94175
2614,STRM,"Streamline Health Solutions, Inc.",Technology,Healthcare Information Services,USA,74.98,40.33,6.05,0.50%,44238
2615,STRZA,Starz,Services,Entertainment - Diversified,USA,2626.34,14.04,21.9,-0.32%,1153186
2616,STSA,Sterling Financial Corp.,Financial,Savings & Loans,USA,1411.65,3.59,22.68,0.13%,392799
2617,STSI,"Star Scientific, Inc.",Healthcare,Drug Manufacturers - Major,USA,221.43,,1.33,1.53%,1734910
2618,STT,State Street Corp.,Financial,Asset Management,USA,29507.76,15.07,64.95,-1.55%,5696198
2619,STWD,"Starwood Property Trust, Inc.",Financial,REIT - Diversified,USA,3168.88,13.44,23.39,-0.59%,4732177
2620,SUI,Sun Communities Inc.,Financial,REIT - Residential,USA,1477.15,266.67,48,0.93%,310092
2621,SUP,"Superior Industries International, Inc.",Consumer Goods,Auto Parts,USA,480.13,16.58,17.58,1.68%,120341
2622,SUPN,"Supernus Pharmaceuticals, Inc.",Healthcare,Drugs - Generic,USA,198.84,,6.44,0.00%,409083
2623,SUPX,Supertex Inc.,Technology,Semiconductor - Integrated Circuits,USA,274.84,66.28,23.86,3.47%,65330
2624,SURG,"Synergetics USA, Inc.",Healthcare,Medical Appliances & Equipment,USA,93.35,30.75,3.69,0.82%,102335
2625,SUSP,Susser Petroleum Partners LP,Services,Industrial Equipment Wholesale,USA,624.65,0.01,28.55,1.53%,16402
2626,SUSQ,"Susquehanna Bancshares, Inc.",Financial,Regional - Northeast Banks,USA,2295.27,14.47,12.3,2.41%,2467574
2627,SUSS,Susser Holdings Corporation,Services,Grocery Stores,USA,1034.86,22.13,49.12,-0.06%,346659
2628,SVNT,"Savient Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,50.17,,0.7,-1.41%,579767
2629,SVU,SUPERVALU Inc.,Services,Grocery Stores,USA,1269.88,,5.99,-0.50%,9698377
2630,SVXY,ProShares Short VIX Short-Term Fut ETF,Financial,Exchange Traded Fund,USA,,,75.83,3.32%,1912449
2631,SWC,Stillwater Mining Co.,Basic Materials,Industrial Metals & Minerals,USA,1227.17,20.9,10.45,-2.34%,2439827
2632,SWFT,Swift Transportation Company,Services,Trucking,USA,2208.44,16.82,15.81,-0.19%,1090605
2633,SWHC,Smith & Wesson Holding Corporation,Industrial Goods,Aerospace/Defense Products & Services,USA,628.04,9.01,9.64,-2.33%,2335331
2634,SWI,"SolarWinds, Inc.",Technology,Application Software,USA,2962.74,34.66,39.51,-1.50%,731665
2635,SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,USA,11821.95,29.57,76,-1.50%,1736397
2636,SWKS,Skyworks Solutions Inc.,Technology,Semiconductor - Integrated Circuits,USA,4113.66,17.58,21.8,0.83%,4289319
2637,SWM,Schweitzer-Mauduit International Inc.,Consumer Goods,Paper & Paper Products,USA,1539.25,15.69,49.74,0.08%,409186
2638,SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,USA,12643.16,,36.12,0.39%,3126013
2639,SWS,"SWS Group, Inc.",Financial,Investment Brokerage - Regional,USA,192.78,,5.86,5.97%,198462
2640,SWSH,Swisher Hygiene Inc.,Consumer Goods,Cleaning Products,USA,143.61,,0.82,9.32%,1681176
2641,SWX,Southwest Gas Corporation,Utilities,Gas Utilities,USA,2134.02,16.08,46.14,0.83%,275009
2642,SWY,Safeway Inc.,Services,Grocery Stores,USA,5417.47,9.35,22.82,-0.44%,6750572
2643,SXC,SunCoke Energy Inc.,Basic Materials,Steel & Iron,USA,1002.4,12.03,14.32,-0.76%,1154887
2644,SXE,"Southcross Energy Partners, L.P.",Utilities,Gas Utilities,USA,556.96,,22.8,-0.35%,21193
2645,SXI,Standex International Corp.,Industrial Goods,Industrial Equipment & Components,USA,669.25,14.77,53.31,0.32%,56661
2646,SXL,Sunoco Logistics Partners L.P.,Basic Materials,Oil & Gas Pipelines,USA,6441.83,13.61,62.06,-0.03%,425337
2647,SXT,Sensient Technologies Corporation,Basic Materials,Specialty Chemicals,USA,2013.79,17.31,40.51,2.45%,465602
2648,SYA,Symetra Financial Corporation,Financial,Life Insurance,USA,2118.35,10.8,15.34,-0.58%,1097499
2649,SYK,Stryker Corp.,Healthcare,Medical Appliances & Equipment,USA,24908.32,20.06,65.6,1.31%,1665759
2650,SYKE,"Sykes Enterprises, Incorporated",Technology,Information Technology Services,USA,679.97,19.04,15.8,0.64%,250608
2651,SYMC,Symantec Corporation,Technology,Security Software & Services,USA,15405.39,20.58,22.23,-0.71%,13110252
2652,SYMX,"Synthesis Energy Systems, Inc.",Basic Materials,Specialty Chemicals,USA,57.81,,0.93,-3.71%,24530
2653,SYNA,Synaptics Inc.,Technology,Computer Peripherals,USA,1178.15,18.84,36.55,0.05%,730733
2654,SYNC,"Synacor, Inc.",Technology,Internet Information Providers,USA,84.16,34.33,3.09,1.98%,250743
2655,SYNT,"Syntel, Inc.",Technology,Information Technology Services,USA,2640.18,13.84,63.25,-1.00%,120826
2656,SYPR,Sypris Solutions Inc.,Technology,Scientific & Technical Instruments,USA,59.94,,3.13,-0.95%,71860
2657,SYRG,Synergy Resources Corporation,Basic Materials,Oil & Gas Equipment & Services,USA,390.34,41.82,7.11,2.60%,630197
2658,SYX,Systemax Inc.,Technology,Technical & System Software,USA,347.8,,9.4,-0.21%,124008
2659,SYY,Sysco Corp.,Services,Food Wholesale,USA,19842.57,19.47,33.68,0.84%,5846419
2660,SZYM,"Solazyme, Inc.",Basic Materials,Chemicals - Major Diversified,USA,776.67,,12.62,2.69%,1940614
2661,T,"AT&T, Inc.",Technology,Telecom Services - Domestic,USA,190033.12,26.93,34.47,0.35%,97437104
2662,TA,TravelCenters of America LLC,Services,"Specialty Retail, Other",USA,290.83,8.75,10.5,1.06%,273261
2663,TACT,TransAct Technologies Incorporated,Technology,Computer Peripherals,USA,69.39,19.9,7.96,1.92%,6132
2664,TAHO,Tahoe Resources Inc.,Basic Materials,Industrial Metals & Minerals,USA,1860.59,,12.77,0.00%,97774
2665,TAL,"TAL International Group, Inc.",Services,Rental & Leasing Services,USA,1396.33,10.43,41.72,1.53%,594407
2666,TAN,Guggenheim Solar,Financial,Exchange Traded Fund,USA,,,22.99,1.59%,110381
2667,TAO,Guggenheim China Real Estate,Financial,Exchange Traded Fund,USA,,,19.57,0.51%,96746
2668,TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,8683.44,21.82,47.79,0.36%,2302829
2669,TASR,TASER International Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,469.97,35.64,8.91,0.56%,624597
2670,TAST,"Carrols Restaurant Group, Inc.",Services,Restaurants,USA,143.39,,6.27,-3.69%,138645
2671,TAT,TransAtlantic Petroleum Ltd.,Basic Materials,Oil & Gas Drilling & Exploration,USA,272.98,,0.74,1.37%,299364
2672,TAYC,Taylor Capital Group Inc.,Financial,Regional - Midwest Banks,USA,494.17,8.73,17.28,0.70%,192757
2673,TBBK,The Bancorp Inc.,Financial,Regional - Mid-Atlantic Banks,USA,530.67,24.96,14.23,3.12%,152327
2674,TBF,ProShares Short 20+ Year Treasury,Financial,Exchange Traded Fund,USA,,,31.99,1.65%,1829764
2675,TBI,"TrueBlue, Inc.",Services,Staffing & Outsourcing Services,USA,870.08,28.04,21.87,-0.09%,413057
2676,TBT,ProShares UltraShort 20+ Year Treasury,Financial,Exchange Traded Fund,USA,,,75.27,3.52%,10160198
2677,TC,Thompson Creek Metals Company Inc.,Basic Materials,Industrial Metals & Minerals,USA,502.31,,2.96,-1.99%,2161492
2678,TCAP,Triangle Capital Corporation,Financial,Asset Management,USA,752.21,11.38,27.42,5.10%,771598
2679,TCB,TCF Financial Corporation,Financial,Money Center Banks,USA,2219.8,24.71,13.84,-0.07%,2019040
2680,TCBI,Texas Capital BancShares Inc.,Financial,Regional - Southwest  Banks,USA,1697.07,13.4,41.93,-1.06%,810851
2681,TCO,Taubman Centers Inc.,Financial,REIT - Retail,USA,4720.69,49.63,74.44,0.46%,1628897
2682,TCP,TC Pipelines LP,Basic Materials,Oil & Gas Pipelines,USA,2452.44,19.93,45.84,4.63%,1144678
2683,TCRD,"THL Credit, Inc.",Financial,Asset Management,USA,397.09,11.52,15.09,1.34%,2100634
2684,TDC,Teradata Corporation,Technology,Data Storage Devices,USA,8385.78,22.43,50.7,-4.20%,3629980
2685,TDG,TransDigm Group Incorporated,Industrial Goods,Aerospace/Defense Products & Services,USA,8847.52,31.13,162.48,3.40%,1326656
2686,TDS,Telephone & Data Systems Inc.,Technology,Wireless Communications,USA,2444.4,80.64,22.58,0.36%,661042
2687,TDW,Tidewater Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,2765.9,18.46,55.94,-0.78%,672770
2688,TDY,Teledyne Technologies Inc.,Industrial Goods,Aerospace/Defense Products & Services,USA,2823.85,17.1,75.91,1.50%,252411
2689,TE,"TECO Energy, Inc.",Utilities,Electric Utilities,USA,3596.7,14.96,16.76,1.45%,2405187
2690,TEAR,TearLab Corporation,Healthcare,Medical Laboratories & Research,USA,301.95,,10.5,-4.20%,1125473
2691,TECD,Tech Data Corp.,Services,Computers Wholesale,USA,1775,8.54,46.97,-0.93%,230998
